Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
MCPMF,MOCHIDA PHARM CO LTD,Pink Limited,9.600000,,0,Foreign Ordinary Shares,,
MTSMF,MITSUI MATSUSHIMA CO ORD,Pink Limited,9.000000,,0,Foreign Ordinary Shares,,
NDKCF,NIPPON DENSETSU KOGYO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NGCOY,NAGASE CO LTD U/ADR,Pink Limited,0.000000,,0,ADRs,Japan,
NGSCF,NAGASE & CO LTD ORD,Pink Limited,7.440000,,0,Foreign Ordinary Shares,Japan,
NNKEF,NANKAI ELECTRIC RY CO ORD,Pink Limited,16.500000,,0,Foreign Ordinary Shares,Japan,
NTTAF,NITTA CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NCRBF,NIPPON CARBON CO LTD ORD,Pink Limited,27.630000,,0,Foreign Ordinary Shares,,
NYAKF,NIPPON YAKIN KOGYO CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
OGKYF,OGAKI KYORITSU BK LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
PNADF,PETRONAS GAS BERHAD ORD,Pink Limited,4.480000,,0,Foreign Ordinary Shares,Malaysia,
PNAGF,PETRONAS GAS BHD ORD,Pink Limited,4.450000,,1,Foreign Ordinary Shares,Malaysia,
SATOF,SATO CORP ORD,Pink Limited,14.330000,,0,Foreign Ordinary Shares,,
SOTHF,SOTETSU HOLDINGS INC ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
SKSDF,SAKATA SEED CORP,Pink Limited,25.250000,,0,Foreign Ordinary Shares,,
SZYCF,SAIZERIYA CO LTD YOSH,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
TAKMF,TAKAMATSU CONSTRUCTION GR,Pink Limited,19.550000,,0,Foreign Ordinary Shares,,
THPMF,TOHO HLDGS CO LTD,Pink Limited,10.300000,,0,Foreign Ordinary Shares,,
TKSDF,TAKARA STANDARD CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
TWAPF,TOWA PHARM CO LTD ORD,Pink Limited,25.330000,,0,Foreign Ordinary Shares,,
YACPF,YAMATANE CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Japan,
FCMGF,FIRM CAP MTG INVST CORP,Pink Limited,8.596000,,2000,Foreign Ordinary Shares,Canada,Ontario
GDELF,GODO STEEL LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
KINUF,KINTETSU GROUP HLDGS NEW,Pink Limited,20.615000,,0,Foreign Ordinary Shares,,
KYDKF,KYUDENKO CORP,Pink Limited,39.900000,,0,Foreign Ordinary Shares,,
NICFF,NICHIAS CORP ORD,Pink Limited,22.125000,,0,Foreign Ordinary Shares,,
HSHIF,HOSHIZAKI ELECTRIC CO ORD,Pink Limited,35.240000,,0,Foreign Ordinary Shares,,
SATLF,ZOZO INC ORD,Pink Limited,7.150000,,0,Foreign Ordinary Shares,Japan,
SRTTY,ZOZO INC  UNSP/ADR,Pink Limited,6.710100,-0.055581,223,ADRs,Japan,
SHEKF,SHIKOKU ELECTRIC PWR,Pink Limited,9.720000,,0,Foreign Ordinary Shares,,
SKKLF,SHIKOKU CHEMICALS CP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
TOCLF,TOCALO CO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
JFROF,J. FRONT RETAILING CO ORD,Pink Limited,14.650000,,0,Foreign Ordinary Shares,Japan,
MONOF,MONOTARO CO LTD ORD,Pink Limited,14.000000,,0,Foreign Ordinary Shares,Japan,
MONOY,MONOTARO CO LTD UNSP/ADR,Pink Limited,11.250000,0.043599,351857,ADRs,Japan,
MRIHF,MORI HILLS REIT INVSTMENT,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
MSMKF,MATSUMOTOKIYOSHI HLDG ORD,Pink Limited,13.502000,,31,Foreign Ordinary Shares,,
SBDHF,SHO-BOND HOLDINGS CO,Pink Limited,8.900000,,0,Foreign Ordinary Shares,,
SMSSY,SMS CO LTD UNSP/ADR,Pink Limited,6.400000,,0,ADRs,Japan,
SMSZF,SMS CO LTD ORD,Pink Limited,13.050000,,0,Foreign Ordinary Shares,Japan,
GOFPY,ALLWYN AG UNSP/ADR,Pink Limited,7.804800,-0.032862,210300,ADRs,Greece,
GRKZF,ALLWYN AG,Pink Limited,15.252400,,0,Foreign Ordinary Shares,Greece,
IMHDF,ISETAN MITSUKOSH HLDG ORD,Pink Limited,19.510000,,0,Foreign Ordinary Shares,Japan,
IMHDY,ISETAN MITSUKOSH HLDG ADR,Pink Limited,16.320000,,0,ADRs,Japan,
COCXF,LINDT & SPRUENGLI ORD,Pink Limited,142302.630000,,0,Foreign Ordinary Shares,Switzerland,
ERELY,EREGLI DEMIR CELIK UN/ADR,Pink Limited,9.000000,,0,ADRs,Turkey,
LOIMF,LOOMIS AB,Pink Limited,46.717000,,0,Foreign Ordinary Shares,Sweden,
LOIMY,LOOMIS AB UNSP/ADR,Pink Limited,89.850000,,0,ADRs,Sweden,
AJYG,AJ1G INC,OTCID,0.035700,,0,Common Stock,Hong Kong,
BDMXF,BUDIMEX S A SHS,Pink Limited,169.000000,,0,Foreign Ordinary Shares,Poland,
BDMXY,BUDIMEX S A  UNSPA/ADR,Pink Limited,0.000000,,0,ADRs,Poland,
REVNF,REINET INVESTMENT SCA,Pink Limited,33.020000,,0,Foreign Ordinary Shares,,
AARLF,ASTRAL RES NL,Pink Limited,0.110000,,0,Foreign Ordinary Shares,,
IUSDF,AS ONE CORP ORD,Pink Limited,14.000000,,0,Foreign Ordinary Shares,,
KYMCF,KYORITSU MAINTENANCE CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
NHNCF,NAVER CORP ORD,Pink Limited,115.000000,,0,Foreign Ordinary Shares,South Korea,
ADTI,ADAPTI INC,OTCID,2.570764,,2,Common Stock,USA,Texas
ELRE,YINFU GOLD CORP,OTCID,1.000000,0.066832,100,Common Stock,China,
MVNC,MARVION INC,OTCQB,0.010000,-0.259259,200,Common Stock,Hong Kong,
NXPGF,MOBICO GROUP PLC,Pink Limited,0.310000,,0,Foreign Ordinary Shares,United Kingdom,
NXPGY,MOBICO GROUP PLC U/ADR,Pink Limited,0.565000,,0,ADRs,United Kingdom,
DNGDF,DYNACOR GROUP INC,Pink Limited,4.840000,-0.009982,6901,Foreign Ordinary Shares,Canada,Quebec
ARZTF,ARYZTA AG,Pink Limited,62.680000,,0,Foreign Ordinary Shares,Switzerland,
ARZTY,ARYZTA AG UNSP/ADR,Pink Limited,7.485000,,0,ADRs,Switzerland,
CHMJF,WAVERUNNER CAPITAL INC,Pink Limited,0.022900,,0,Foreign Ordinary Shares,Canada,British Columbia
KITZF,KITZ CORP ORD,Pink Limited,5.600000,,0,Foreign Ordinary Shares,Japan,
OKAMF,OKAMURA CORP ORD,Pink Limited,9.950000,,0,Foreign Ordinary Shares,,
TRKNF,TURK TELEKOMUNIKASYON ORD,Pink Limited,0.798700,,0,Foreign Ordinary Shares,Turkey,
TRKNY,TURK TELEKOMNKY UNSP/ADR,Pink Limited,4.000000,,0,ADRs,Turkey,
JHDKF,JOSHIN DENKI CO LTD,Pink Limited,5.116200,,0,Foreign Ordinary Shares,,
BASA,BASANITE INC,Pink Limited,0.007000,0.076923,133550,Common Stock,USA,Connecticut
MNMB,MERCHANTS & MARINE BNCORP,OTCQX,49.800000,,6,Common Stock,USA,Mississippi
SWHOF,SUMITOMO WAREHOUSE CO,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
KURCF,KUREHA CORP,Pink Limited,21.520000,,0,Foreign Ordinary Shares,Japan,
ORRCF,OROCO RESOURCE CORP ORD,OTCQB,0.258000,-0.021486,256366,Foreign Ordinary Shares,Canada,British Columbia
NIPKF,NIPPON KONPO UNYU SOK ORD,Pink Limited,18.810000,,0,Foreign Ordinary Shares,,
VYCO,VYCOR MEDICAL INC,OTCQB,0.065960,0.157193,1000,Common Stock,USA,Florida
ALGGF,ALLIANCE GLOBAL GROUP INC,Pink Limited,0.123905,,0,Foreign Ordinary Shares,Philippines,
ALGGY,ALLIANCE GLBL GP UNSP/ADR,Pink Limited,6.500000,,0,ADRs,Philippines,
MIHDF,MISC BHD ORD,Pink Limited,1.450000,,0,Foreign Ordinary Shares,Malaysia,
DDDX,3DX INDUSTRIES INC,OTCID,0.004635,,80,Common Stock,USA,Washington
SEHLF,SOLARGIGA ENRGY HLDGS ORD,Pink Limited,0.009600,,0,Foreign Ordinary Shares,,
SMBVF,SOMBOON ADVANCE TECH NVDR,Pink Limited,0.000000,,0,Other Security Type,,
CSCGY,CHINA SHANSHUI CE UNS/ADR,Pink Limited,4.100000,,0,ADRs,China,
SISAF,SIPEF SA ORD,Pink Limited,100.000000,,0,Foreign Ordinary Shares,Belarus,
SGLMF,STARHILL GLOBAL RE INV TR,Pink Limited,0.383670,,0,Foreign Ordinary Shares,,
AGVNF,ARGO INVESTMENTS LTD ORD,Pink Limited,5.000000,,0,Foreign Ordinary Shares,,
SIOLF,SINO-OCEAN LAND ORD,Pink Limited,0.011000,,0,Foreign Ordinary Shares,China,
SIOLY,SINO-OCEAN GRP UNSP/ADR,Pink Limited,0.142000,0.157294,852,ADRs,China,
MAMTF,MCAN MORTGAGE CORP,Pink Limited,17.880000,,7528,Foreign Ordinary Shares,Canada,Ontario
OIGLF,CHARIOT LTD,Pink Limited,0.033100,,840905,Foreign Ordinary Shares,United Kingdom,
ZHUD,ZHUDING INTER LTD CL (A),OTCID,0.007300,0.460000,2800,Common Stock,USA,Texas
FCRM,FRANKLIN CREDIT MGMT CORP,Pink Limited,0.061000,,0,Common Stock,USA,New Jersey
FRACF,FORACO INTL MARSEILLE ORD,Pink Limited,2.043000,-0.079730,14800,Foreign Ordinary Shares,France,
ORZCF,OREZONE GOLD CORP,OTCQX,1.770000,-0.048387,102156,Foreign Ordinary Shares,Canada,British Columbia
IPRC,IMPERIAL RESOURCES INC,OTCID,0.006300,0.000000,9000,Common Stock,USA,North Carolina
IPEU,IPE UNIVERSAL INC,OTCID,12.000000,,0,Common Stock,USA,California
CHBKF,CHIBA KOGYO BANK LTD ORD,Pink Limited,14.300000,,0,Foreign Ordinary Shares,,
KTDKF,KANTO DENKA KOGYO LTD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
TKCXF,T K C CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
TOAGF,TOAGOSEI CO LTD ORD,Pink Limited,10.727600,,0,Foreign Ordinary Shares,,
VETTF,VECTOR LTD ORD,Pink Limited,2.730000,,0,Foreign Ordinary Shares,New Zealand,
AHHLF,ASAHI HOLDINGS INC ORD,Pink Limited,22.050000,,0,Foreign Ordinary Shares,,
PHNMF,PHENOM RESOURCES CORP,OTCQX,0.302500,-0.040596,204313,Foreign Ordinary Shares,Canada,British Columbia
MEJHF,MEIJI HOLDINGS CO LTD ORD,Pink Limited,20.251800,,0,Foreign Ordinary Shares,Japan,
MEJHY,MEIJI HOLDINGS UNSP/ADR,Pink Limited,11.200000,-0.008959,194,ADRs,Japan,
TGBMF,TAIWAN CEMENT CORP ORD,Pink Limited,0.989200,,0,Foreign Ordinary Shares,,
FNINF,49 NORTH RES INC,Pink Limited,0.015000,,0,Foreign Ordinary Shares,Canada,Saskatchewan
AUMN,GOLDEN MINERALS CO,OTCQB,0.195000,0.089690,5070,Foreign Ordinary Shares,USA,Colorado
PPENF,PAMPA ENERGIA SA ORD,Pink Limited,2.650000,,0,Foreign Ordinary Shares,Argentina,
TRSNF,TRANSENER S A,Pink Limited,1.000000,,0,Foreign Ordinary Shares,Argentina,
FFPP,FAST FINANCE PAY CORP,OTCID,19.980000,,0,Common Stock,USA,New York
HTCTF,HUTCHISON TELECM HK HLDGS,Pink Limited,0.140000,0.049082,5000,Foreign Ordinary Shares,Hong Kong,
HUTCY,HUTCHISON TLCM UNSP/ADR,Pink Limited,2.090000,,0,ADRs,Hong Kong,
CCWOF,NORD PRECIOUS METALS INC,OTCQB,0.126910,-0.004627,208084,Foreign Ordinary Shares,Canada,British Columbia
SOUTF,SOUTHERN ENERGY CORP,Pink Limited,0.050400,,3583,Foreign Ordinary Shares,Canada,Alberta
EMMRF,EMMERSON RES LTD ORD,Pink Limited,0.003000,,0,Foreign Ordinary Shares,,
CSSXF,CHINA SHUIFA SINGYES EGY,Pink Limited,0.022600,,0,Foreign Ordinary Shares,China,
SVAUF,STORAGEVAULT CANADA INC,Pink Limited,3.360000,-0.014663,31272,Foreign Ordinary Shares,Canada,Alberta
SVICY,STORAGEVAULT CANADA ADR,Pink Limited,0.000000,,0,ADRs,Canada,Alberta
APEOF,COLOURED TIES CAPITAL INC,Pink Limited,0.189000,-0.094828,21255,Foreign Ordinary Shares,Canada,British Columbia
DMEHF,DESERT MTN ENERGY CORP,OTCQX,0.184000,0.001633,240501,Foreign Ordinary Shares,USA,Arizona
CPIFF,CARLTON PRECIOUS INC,OTCQB,0.077000,0.035225,1344,Foreign Ordinary Shares,Canada,British Columbia
KGLDF,KING GLOBAL VENTURES INC,OTCQB,0.386600,0.024920,21500,Foreign Ordinary Shares,Canada,Ontario
SGOZF,SEGO RES INC ORD,Pink Limited,0.035000,,0,Foreign Ordinary Shares,Canada,British Columbia
TRYXF,BESSOR MINERALS INC,Pink Limited,0.016900,,0,Foreign Ordinary Shares,Canada,British Columbia
CGAC,CODE GREEN APPAREL,OTCID,0.000200,1.000000,4618008,Common Stock,USA,Texas
JFAIF,JP MORGAN AMER INVS,Pink Limited,15.195000,,0,Foreign Ordinary Shares,,
FOVSY,FORD OTOMOTIV SNY U/ADR,Pink Limited,9.190000,,1,ADRs,Turkey,
IGEX,INDO GLOBAL EXCH PTE LTD,Pink Limited,0.000500,-0.090909,2405300,Common Stock,USA,Colorado
MMMKF,AVENIRA LTD ORD,Pink Limited,0.001000,,0,Foreign Ordinary Shares,Australia,Western Australia
THFWF,THORPE FW ORD,Pink Limited,3.850000,,0,Foreign Ordinary Shares,,
NGRC,NATIONAL GRAPHITE CRP,Pink Limited,0.029300,,0,Common Stock,Canada,British Columbia
DNKGF,DENKI KOGYO CO LD ORD,Pink Limited,30.150000,,0,Foreign Ordinary Shares,,
HEIWF,HEIWA CORP ORD,Pink Limited,9.976000,,0,Foreign Ordinary Shares,,
NPFUF,NIPPN CORP,Pink Limited,13.650000,,0,Foreign Ordinary Shares,Japan,
ASOZF,ASSECO POLAND SA ORD,Pink Limited,52.000000,,0,Foreign Ordinary Shares,Poland,
ASOZY,ASSECO POLAND SA UNSP/ADR,Pink Limited,54.600000,0.029024,311,ADRs,Poland,
SNYXF,VITAL ENERGY INC (CDA),Pink Limited,0.070000,,0,Foreign Ordinary Shares,Canada,Alberta
JVCKF,JVC KENWOOD HLDGS INC,Pink Limited,8.240000,,0,Foreign Ordinary Shares,Japan,
JVCZY,JVCKENWOOD CORP,Pink Limited,30.100000,,0,ADRs,Japan,
MSMY,MC ENDEAVORS INC,Pink Limited,0.000900,,0,Common Stock,USA,California
NVSGF,NEVADA SUNRISE METALS CRP,Pink Limited,0.035100,0.002857,527499,Foreign Ordinary Shares,USA,California
GPLB,GREEN PLANET BIOENGR,Pink Limited,0.013000,,0,Common Stock,USA,Florida
FCHS,FIRST CHOICE HLTHCRE INC,Pink Limited,0.004300,,0,Common Stock,USA,Florida
NBPVF,NB PRIVATE EQUITY PRTNRS,Pink Limited,20.370000,0.074934,344,Foreign Ordinary Shares,Guernsey,
LEON,LEONE ASSET MGMT INC,Pink Limited,0.018000,,0,Common Stock,USA,Florida
FFMH,FIRST FMRS & MERCHANTS CO,OTCID,57.750000,,0,Common Stock,USA,Tennessee
PABAF,PATRYS LTD,Pink Limited,0.060000,,0,Foreign Ordinary Shares,Australia,Victoria
OPIRQ,OFFICE PRPTYS INC 6.375%,Pink Limited,0.310000,,0,Preferred Stock,USA,Massachusetts
OPITQ,OFFICE PPTYS INC TR SBI,Pink Limited,0.001450,-0.420000,151791,Common Stock,USA,Massachusetts
NSLYF,NESTLE MALAYSIA BHD ORD,Pink Limited,23.760000,,0,Foreign Ordinary Shares,Malaysia,
HALB,HALBERD CORP,OTCID,0.001050,0.000000,200,Common Stock,USA,Pennsylvania
TNBI,TANKE BIOSCIENCES CORP,OTCID,0.015000,,0,Common Stock,USA,Nevada
GNRV,GRAND RIVER COMMERCE INC,OTCQX,5.300000,,0,Common Stock,USA,Michigan
ARCUF,ARCUS DEVELOPMENT GRP INC,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Canada,British Columbia
TAYIF,TAIYO HLDGS CO LTD,Pink Limited,31.320000,,0,Foreign Ordinary Shares,,
ARXRF,IMAGINE LITHIUM INC,OTCQB,0.011200,0.000000,40000,Foreign Ordinary Shares,Canada,British Columbia
MCREF,METALS CREEK RES,Pink Limited,0.039100,-0.047503,13333,Foreign Ordinary Shares,Canada,Ontario
BONXF,BONTERRA RES INC ORD,OTCQX,0.126800,0.015212,11000,Foreign Ordinary Shares,Canada,Quebec
MOOIF,BLUE HORIZON GLOBAL CAP,Pink Limited,0.001000,,0,Foreign Ordinary Shares,Canada,Ontario
AAVVF,ADVANTAGE ENERGY LTD,Pink Limited,6.950000,0.006809,208278,Foreign Ordinary Shares,Canada,Alberta
AVEGY,ADVANTAGE ENRGY LTD U/ADR,Pink Limited,0.000000,,0,ADRs,Canada,Alberta
LRDC,LAREDO OIL INC,Pink Limited,0.860000,0.011765,79986,Common Stock,USA,Texas
SKUYF,SANSEI YUSOKI CO LTD ORD,Pink Limited,8.104400,,0,Foreign Ordinary Shares,Japan,
BUDZ,WEED INC,OTCQB,0.027400,0.007353,30964,Common Stock,USA,Arizona
FKDSF,FUKUDA DENSHI CO LTD,Pink Limited,42.550000,,0,Foreign Ordinary Shares,,
CWPWF,CONCORD NEW ENGY GRP ORD,Pink Limited,0.030100,,0,Foreign Ordinary Shares,China,Hong Kong
BCMRF,BCM RES CORP,Pink Limited,0.200700,-0.193976,41687,Foreign Ordinary Shares,Canada,British Columbia
WRIT,WRIT MEDIA GROUP INC,Pink Limited,0.001400,,0,Common Stock,USA,Nevada
FEEXF,FERREXPO PLC ORD,Pink Limited,0.388600,,0,Foreign Ordinary Shares,Switzerland,
FEEXY,FERREXPO PLC ADR,Pink Limited,1.650000,,0,ADRs,Switzerland,
CMCXF,WALKER LANE RES LTD,Pink Limited,0.082800,,0,Foreign Ordinary Shares,Canada,British Columbia
IOTCF,INNOVOTECH INC,OTCQB,0.080000,,0,Foreign Ordinary Shares,Canada,Alberta
LUCRF,LUCARA DIAMOND CORP,Pink Limited,0.106750,,0,Foreign Ordinary Shares,Canada,British Columbia
TIANF,TIANNENG POWER INTL LTD,Pink Limited,0.914900,,0,Foreign Ordinary Shares,,
MITI,MITESCO INC,OTCQB,0.064610,-0.013588,10230,Common Stock,USA,Florida
BJBJ,BJ BIO-TECH DEV MGMNT GRP,OTCID,0.051500,,0,Common Stock,Canada,Ontario
BUENF,BLUE ENERGY LTD,Pink Limited,0.003700,0.321429,241600,Foreign Ordinary Shares,,
OMZNF,OSISKO METALS INC,OTCQX,1.310000,-0.040504,58704,Foreign Ordinary Shares,Canada,Ontario
OTCM,OTC MARKETS GROUP INC A,OTCQX,51.750000,0.006809,3735,Common Stock,USA,New York
KOSCF,KOSE HOLDINGS CORP,Pink Limited,34.510000,,0,Foreign Ordinary Shares,Japan,
KSRYY,KOSE HOLDINGS CO UNSP/ADR,Pink Limited,6.327500,-0.000711,126,ADRs,Japan,
TSHMF,SHIBAURA MACH CO LTD,Pink Limited,24.750000,,0,Foreign Ordinary Shares,Japan,
TSHMY,SHIBAURA MACHINE UNSP/ADR,Pink Limited,13.790000,,0,ADRs,Japan,
DKSSF,DAIICHIKOSHO CO LTD,Pink Limited,10.390000,,0,Foreign Ordinary Shares,,
KTERF,KEIO CORP,Pink Limited,24.150000,,0,Foreign Ordinary Shares,,
OILEF,OILES CORP,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
HASGF,THASEGAWA CO LTD,Pink Limited,24.370000,,0,Foreign Ordinary Shares,,
IZMIF,IZUMI ORD,Pink Limited,25.170000,,0,Foreign Ordinary Shares,,
FUJXF,FUJIMI INC,Pink Limited,11.610000,,0,Foreign Ordinary Shares,Japan,
NSOMF,NISSHIN OILLIO GROUP LTD,Pink Limited,36.280000,,0,Foreign Ordinary Shares,,
BIOVF,SWEDISH ORPHAN BIOVIT ORD,Pink Limited,48.000000,,0,Foreign Ordinary Shares,Sweden,
SWOBY,SWEDISH ORPHAN BIO U/ADR,Pink Limited,23.200000,-0.003650,610,ADRs,Sweden,
BIXT,BIOXYTRAN INC,OTCQB,0.030280,,0,Common Stock,USA,Massachusetts
SOHGF,ALSOK CO LTD,Pink Limited,7.850000,,0,Foreign Ordinary Shares,,
SOHGY,ALSOK CO LTD U/ADR,Pink Limited,9.950000,,0,ADRs,,
CTJHF,CITIC RESOURCES HLDGS LTD,Pink Limited,0.074000,,0,Foreign Ordinary Shares,China,
CTJHY,CITIC RES HLDG UNSP/ADR,Pink Limited,8.780000,,0,ADRs,China,
YDWAF,YODOKO LTD,Pink Limited,9.730000,,0,Foreign Ordinary Shares,,
NSNHF,NISSAN SHATAI ORD,Pink Limited,6.675000,,0,Foreign Ordinary Shares,Japan,
NMSYF,NISHIMATSUYA CHAIN CO LTD,Pink Limited,9.250000,,0,Foreign Ordinary Shares,,
ARRJF,ARJO AB,Pink Limited,2.965000,,0,Foreign Ordinary Shares,Sweden,
TKINF,TAKASAGO INTL,Pink Limited,8.000000,,0,Foreign Ordinary Shares,,
ASHXF,PROGRESSIVE PLANET  NEW,OTCQB,0.257100,,0,Foreign Ordinary Shares,Canada,British Columbia
GRWC,GROW CAPITAL INC,OTCID,0.150000,-0.375000,375,Common Stock,USA,Nevada
PGEZF,STILLWATER CRITICAL MNRLS,OTCQB,0.212300,-0.042227,329123,Foreign Ordinary Shares,Canada,British Columbia
BZLEY,BEAZLEY PLC U/ADR,Pink Limited,32.710000,,0,ADRs,Ireland,
BZLYF,BEAZLEY PLC,Pink Limited,16.900000,,0,Foreign Ordinary Shares,Ireland,
TETAA,ALPHA G INVESTMENT MGMT A,OTCQX,12.750000,,0,Common Stock,USA,Connecticut
TETAB,ALPHA G INVESTMENT MGMT B,Pink Limited,12.750000,,0,Common Stock,USA,Connecticut
BBRYF,BURBERRY GROUP PLC,Pink Limited,16.000000,,0,Foreign Ordinary Shares,United Kingdom,
BURBY,BURBERRY GROUP PLC S/ADR,Pink Limited,14.910000,-0.041158,21438,ADRs,United Kingdom,
AUSTF,AUSTIN ENGINEERING LTD,Pink Limited,0.125000,,0,Foreign Ordinary Shares,,
KRTBF,KARELIA TOBACCO CO INC SA,Pink Limited,0.000000,,0,Foreign Ordinary Shares,Greece,
VYST,VYSTAR CORP,OTCQB,0.166135,0.277962,4622,Common Stock,USA,Massachusetts
BSEAF,BRAEMAR SHIPPING SRVS ORD,Pink Limited,3.140000,,0,Foreign Ordinary Shares,United Kingdom,
EMSHF,EMS CHEMIE HOLDING AG ORD,Pink Limited,877.914000,,0,Foreign Ordinary Shares,Switzerland,
AMBBY,AMBU A S UNSP/ADR,Pink Limited,9.510000,-0.019588,100,ADRs,Denmark,
AMBFF,AMBU A S ORD,Pink Limited,9.850000,,0,Foreign Ordinary Shares,Denmark,
PLLHF,GEMFIELDS GROUP LTD,Pink Limited,0.042625,,0,Foreign Ordinary Shares,,
IDWM,IDW MEDIA HLDGS INC B,OTCQB,32.250000,,0,Common Stock,USA,California
LNCLF,LINCOLN GOLD MNG INC,Pink Limited,0.410000,,0,Foreign Ordinary Shares,Canada,British Columbia
COPR,IDAHO COPPER CORP,Pink Limited,6.500000,0.000000,562,Common Stock,USA,Idaho
DECXF,DECADE RESOURCES LTD,Pink Limited,0.092000,0.672727,41251,Foreign Ordinary Shares,Canada,British Columbia
NCPCF,NICKEL CREEK PLATINUM CRP,OTCQB,1.600000,0.006289,765,Foreign Ordinary Shares,Canada,British Columbia
ROYIF,ROYALTIES INC,OTCID,0.078100,,0,Foreign Ordinary Shares,Canada,Ontario
PBKX,PARTNERS BANK CALIFORNIA,OTCID,17.700000,-0.016667,351,Common Stock,USA,California
CRWRF,CRANEWARE PLC ORD,Pink Limited,24.200000,,0,Foreign Ordinary Shares,United Kingdom,Scotland
GMER,GOOD GAMING INC,OTCID,0.005800,-0.049180,523985,Common Stock,USA,Pennsylvania
CGFEF,CF ENERGY CORP,Pink Limited,0.001200,,0,Foreign Ordinary Shares,Canada,Ontario
XXMMF,XIMEN MINING CORP,Pink Limited,0.050500,,0,Foreign Ordinary Shares,Canada,British Columbia
TTAPF,TTW PUBLIC CO ORD,Pink Limited,0.289900,,0,Foreign Ordinary Shares,Thailand,
TTAPY,TTW PCL UNSP/ADR,Pink Limited,15.105000,,0,ADRs,Thailand,
TTWPF,TTW PUBLIC CO FGN REG,Pink Limited,0.230000,,0,Foreign Ordinary Shares,Thailand,
TTWSF,TTW PCL NON VTG D/R,Pink Limited,0.265000,,0,Foreign Ordinary Shares,Thailand,
FMPR,FAME PRODUCTIONS INC,Pink Limited,0.004532,,0,Common Stock,USA,New York
YUMFF,YUMY CANDY CO INC,Pink Limited,0.050000,,0,Foreign Ordinary Shares,Canada,British Columbia
BETRF,BETTERLIFE PHARMA INC,OTCQB,0.047760,0.006745,54568,Foreign Ordinary Shares,Canada,British Columbia
CAULF,CAULDRON ENERGY LTD ORD,Pink Limited,0.060500,0.512500,10000,Foreign Ordinary Shares,Australia,Western Australia
BRVO,BRAVO MULTINATIONAL INC,Pink Limited,0.029500,,0,Common Stock,USA,Virginia
WHITF,WHITEHAVEN COAL LTD,Pink Limited,6.000000,-0.011532,3450,Foreign Ordinary Shares,Australia,New South Wales
TRAGF,TERAGO INC ORD,Pink Limited,0.959500,,0,Foreign Ordinary Shares,Canada,Ontario
PMNXF,PERSEUS MINING LTD ORD,Pink Limited,3.950000,0.039474,5540,Foreign Ordinary Shares,Australia,Western Australia
PSAHF,PT SUMMARECON AGUNG ORD,Pink Limited,0.100000,,0,Foreign Ordinary Shares,,
WMTN,WESTMOUNTAIN GOLD,Pink Limited,0.121000,,0,Common Stock,USA,Colorado
ASKE,ALASKA PACIFIC ENERGY,OTCID,0.000100,,0,Common Stock,USA,Florida
VETOF,VETOQUINOL ORD,Pink Limited,90.800000,,0,Foreign Ordinary Shares,,
WYNMF,WYNN MACAU LTD ORD,Pink Limited,0.686000,,0,Foreign Ordinary Shares,China,
WYNMY,WYNN MACAU LTD UNSP/ADR,Pink Limited,6.870000,0.014000,1776,ADRs,China,
AGQPF,ALGONQUIN PWR&UTY PFD D,Pink Limited,18.439000,,0,Preferred Stock,Canada,Ontario
JBARF,JULIUS BAER GRUPPE NAMEN,Pink Limited,84.480000,,122,Foreign Ordinary Shares,Switzerland,
JBAXY,JULIUS BAER GRP UNSP/ADR,Pink Limited,16.260000,-0.017523,61683,ADRs,Switzerland,
MAXSF,MAXIS BHD ORD,Pink Limited,0.710000,,0,Foreign Ordinary Shares,Malaysia,
QGSI,QUANTGATE SYSTEMS INC,OTCID,0.011500,-0.001129,5500,Common Stock,USA,Florida
PLTYF,PLASTEC TECHNOLOGIES ORD,OTCID,0.022000,,0,Foreign Ordinary Shares,China,Hong Kong
MSEZ,MEDIA SENTIMENT INC,OTCID,0.076000,,0,Common Stock,USA,Florida
SHTDF,SINOPHARM GROUP CO LTD,Pink Limited,2.287200,,0,Foreign Ordinary Shares,China,
SHTDY,SINOPHARM GRP CO UNSP/ADR,Pink Limited,10.590000,-0.019444,822249,ADRs,China,
TASEF,TASMAN RESOURCES NL,Pink Limited,0.046650,,0,Foreign Ordinary Shares,Australia,Western Australia
